group,n_samples,decode_steps,comp_step_frac,t_total,predict_s,verify_s,compress_s,other_s,predict_pct,verify_pct,compress_pct,other_pct
gsm8k,2,61,0.0,2.921,1.387,1.432,0.0,0.102,47.49,49.01,0.0,3.5
